CustomerID,Total Revenue,Total Orders,Avg Order Value,Customer Segment,Customer Type
14102,1360.28,5,272.06,Low,Repeat
14104,216.21,2,108.11,Low,Repeat
14105,1266.23,1,1266.23,Low,One-Time
14107,2703.23,7,386.18,Low,Repeat
14108,597.91,2,298.96,Low,Repeat
14109,144.20,1,144.20,Low,One-Time
14110,5683.15,12,473.60,Mid,Repeat
14111,692.85,4,173.21,Low,Repeat
14112,2915.15,7,416.45,Low,Repeat
14113,1840.42,4,460.11,Low,Repeat
14114,386.53,2,193.27,Low,Repeat
14116,1382.74,5,276.55,Low,Repeat
14117,90.00,1,90.00,Low,One-Time
14121,2780.15,4,695.04,Low,Repeat
14124,419.58,1,419.58,Low,One-Time
14125,2740.43,3,913.48,Low,Repeat
14126,706.13,3,235.38,Low,Repeat
14127,709.71,3,236.57,Low,Repeat
14128,637.50,2,318.75,Low,Repeat
14129,1123.86,5,224.77,Low,Repeat
14130,483.86,1,483.86,Low,One-Time
14132,3586.03,11,326.00,Low,Repeat
14133,605.64,3,201.88,Low,Repeat
14135,4690.31,15,312.69,Low,Repeat
14138,982.38,2,491.19,Low,Repeat
14139,415.82,1,415.82,Low,One-Time
14140,935.05,2,467.53,Low,Repeat
14141,915.13,4,228.78,Low,Repeat
14142,311.81,1,311.81,Low,One-Time
14143,115.80,1,115.80,Low,One-Time
14145,3742.20,4,935.55,Low,Repeat
14146,4191.00,5,838.20,Low,Repeat
14147,483.40,2,241.70,Low,Repeat
14148,157.20,1,157.20,Low,One-Time
14149,446.62,1,446.62,Low,One-Time
14150,658.64,2,329.32,Low,Repeat
14152,621.29,2,310.65,Low,Repeat
14154,1345.62,2,672.81,Low,Repeat
14155,118.75,1,118.75,Low,One-Time
14156,117379.63,55,2134.18,High,Repeat
14157,432.88,2,216.44,Low,Repeat
14158,507.66,1,507.66,Low,One-Time
14159,4693.01,11,426.64,Low,Repeat
14161,1110.52,3,370.17,Low,Repeat
14162,289.36,2,144.68,Low,Repeat
14163,2445.91,4,611.48,Low,Repeat
14164,1631.77,2,815.89,Low,Repeat
14165,122.54,1,122.54,Low,One-Time
14167,574.84,4,143.71,Low,Repeat
14171,363.79,1,363.79,Low,One-Time
14173,450.84,4,112.71,Low,Repeat
14174,134.46,1,134.46,Low,One-Time
14175,3222.30,3,1074.10,Low,Repeat
14176,576.90,4,144.23,Low,Repeat
14177,559.41,4,139.85,Low,Repeat
14178,1620.93,7,231.56,Low,Repeat
14179,719.78,2,359.89,Low,Repeat
14180,4748.52,25,189.94,Low,Repeat
14184,452.89,1,452.89,Low,One-Time
14185,197.65,1,197.65,Low,One-Time
14188,2054.36,6,342.39,Low,Repeat
14189,4654.08,15,310.27,Low,Repeat
14191,4684.76,13,360.37,Low,Repeat
14193,853.39,2,426.70,Low,Repeat
14194,11349.52,21,540.45,High,Repeat
14195,1012.00,2,506.00,Low,Repeat
14196,335.52,1,335.52,Low,One-Time
14198,701.40,4,175.35,Low,Repeat
14199,185.40,1,185.40,Low,One-Time
14201,747.44,7,106.78,Low,Repeat
14204,161.03,1,161.03,Low,One-Time
14205,466.70,2,233.35,Low,Repeat
14206,328.16,1,328.16,Low,One-Time
14208,151.74,1,151.74,Low,One-Time
14209,2073.43,6,345.57,Low,Repeat
14210,1905.84,6,317.64,Low,Repeat
14211,2241.10,9,249.01,Low,Repeat
14212,1070.48,1,1070.48,Low,One-Time
14214,1004.38,5,200.88,Low,Repeat
14215,1789.72,6,298.29,Low,Repeat
14216,1839.30,4,459.83,Low,Repeat
14217,2004.98,17,117.94,Low,Repeat
14218,169.48,1,169.48,Low,One-Time
14219,89.94,1,89.94,Low,One-Time
14220,632.40,2,316.20,Low,Repeat
14221,3432.80,9,381.42,Low,Repeat
14222,683.17,1,683.17,Low,One-Time
14223,991.13,3,330.38,Low,Repeat
14224,1050.12,4,262.53,Low,Repeat
14226,2232.19,5,446.44,Low,Repeat
14227,3350.96,10,335.10,Low,Repeat
14229,1547.20,3,515.73,Low,Repeat
14231,925.71,3,308.57,Low,Repeat
14232,2048.07,5,409.61,Low,Repeat
14233,1462.72,4,365.68,Low,Repeat
14234,775.46,4,193.87,Low,Repeat
14235,3144.86,5,628.97,Low,Repeat
14236,490.86,2,245.43,Low,Repeat
14237,161.00,1,161.00,Low,One-Time
14238,146.85,1,146.85,Low,One-Time
14239,2380.85,11,216.44,Low,Repeat
14240,890.34,2,445.17,Low,Repeat
14241,213.70,1,213.70,Low,One-Time
14242,280.55,2,140.28,Low,Repeat
14243,2588.77,10,258.88,Low,Repeat
14245,1693.45,2,846.73,Low,Repeat
14246,1474.06,3,491.35,Low,Repeat
14247,136.77,1,136.77,Low,One-Time
14248,302.58,1,302.58,Low,One-Time
14250,1904.05,3,634.68,Low,Repeat
14251,2879.70,5,575.94,Low,Repeat
14256,969.06,2,484.53,Low,Repeat
14257,3099.72,5,619.94,Low,Repeat
14258,12669.98,9,1407.78,High,Repeat
14259,120.00,1,120.00,Low,One-Time
14261,1163.45,2,581.73,Low,Repeat
14262,2618.23,8,327.28,Low,Repeat
14264,333.97,2,166.99,Low,Repeat
14265,530.18,2,265.09,Low,Repeat
14267,1516.24,3,505.41,Low,Repeat
14270,492.65,1,492.65,Low,One-Time
14271,112.32,1,112.32,Low,One-Time
14272,437.96,2,218.98,Low,Repeat
14273,559.97,4,139.99,Low,Repeat
14276,1119.74,3,373.25,Low,Repeat
14277,4216.20,3,1405.40,Low,Repeat
14280,134.04,1,134.04,Low,One-Time
14282,3729.34,15,248.62,Low,Repeat
14284,595.25,2,297.63,Low,Repeat
14285,1910.01,4,477.50,Low,Repeat
14286,4628.75,3,1542.92,Low,Repeat
14287,176.63,3,58.88,Low,Repeat
14288,426.60,1,426.60,Low,One-Time
14289,911.26,6,151.88,Low,Repeat
14290,2314.65,5,462.93,Low,Repeat
14291,3883.25,11,353.02,Low,Repeat
14292,4871.93,9,541.33,Low,Repeat
14293,1046.56,4,261.64,Low,Repeat
14295,166.20,1,166.20,Low,One-Time
14297,1305.33,4,326.33,Low,Repeat
14298,51527.30,44,1171.08,High,Repeat
14299,3965.62,9,440.62,Low,Repeat
14300,43.20,1,43.20,Low,One-Time
14301,640.14,1,640.14,Low,One-Time
14304,383.45,1,383.45,Low,One-Time
14305,1858.96,3,619.65,Low,Repeat
14306,2093.32,2,1046.66,Low,Repeat
14307,2995.72,6,499.29,Low,Repeat
14309,2352.53,9,261.39,Low,Repeat
14311,310.26,1,310.26,Low,One-Time
14312,1611.59,6,268.60,Low,Repeat
14314,120.00,1,120.00,Low,One-Time
14315,2481.13,6,413.52,Low,Repeat
14317,508.58,1,508.58,Low,One-Time
14320,477.79,2,238.90,Low,Repeat
14321,1530.75,5,306.15,Low,Repeat
14323,605.06,2,302.53,Low,Repeat
14326,183.85,1,183.85,Low,One-Time
14327,311.65,1,311.65,Low,One-Time
14329,5014.84,7,716.41,Mid,Repeat
14331,462.66,2,231.33,Low,Repeat
14332,866.31,3,288.77,Low,Repeat
14333,415.20,1,415.20,Low,One-Time
14334,2552.21,8,319.03,Low,Repeat
14335,468.26,2,234.13,Low,Repeat
14336,1614.91,4,403.73,Low,Repeat
14338,588.22,2,294.11,Low,Repeat
14339,309.52,1,309.52,Low,One-Time
14340,134.70,1,134.70,Low,One-Time
14341,2182.28,8,272.79,Low,Repeat
14342,668.56,4,167.14,Low,Repeat
14344,889.93,8,111.24,Low,Repeat
14345,108.98,1,108.98,Low,One-Time
14346,1021.58,2,510.79,Low,Repeat
14348,409.57,1,409.57,Low,One-Time
14349,133.50,1,133.50,Low,One-Time
14350,282.93,1,282.93,Low,One-Time
14351,51.00,1,51.00,Low,One-Time
14352,1078.96,4,269.74,Low,Repeat
14353,90.60,1,90.60,Low,One-Time
14354,163.62,2,81.81,Low,Repeat
14355,174.40,1,174.40,Low,One-Time
14356,701.23,2,350.62,Low,Repeat
14357,225.77,1,225.77,Low,One-Time
14359,912.18,3,304.06,Low,Repeat
14360,2128.23,4,532.06,Low,Repeat
14362,161.20,1,161.20,Low,One-Time
14364,3717.35,8,464.67,Low,Repeat
14367,9261.52,16,578.85,Mid,Repeat
14368,155.00,1,155.00,Low,One-Time
14371,100.50,1,100.50,Low,One-Time
14373,76.55,1,76.55,Low,One-Time
14375,257.68,1,257.68,Low,One-Time
14377,617.05,2,308.53,Low,Repeat
14379,348.10,2,174.05,Low,Repeat
14381,202.68,1,202.68,Low,One-Time
14382,626.07,1,626.07,Low,One-Time
14383,1247.69,3,415.90,Low,Repeat
14385,202.11,3,67.37,Low,Repeat
14386,142.40,1,142.40,Low,One-Time
14387,1770.56,3,590.19,Low,Repeat
14388,3212.84,8,401.61,Low,Repeat
14389,1043.46,2,521.73,Low,Repeat
14390,4652.82,9,516.98,Low,Repeat
14393,67.95,1,67.95,Low,One-Time
14395,3507.71,9,389.75,Low,Repeat
14396,487.99,2,244.00,Low,Repeat
14397,2612.96,19,137.52,Low,Repeat
14400,574.70,1,574.70,Low,One-Time
14401,4051.48,13,311.65,Low,Repeat
14403,1475.81,4,368.95,Low,Repeat
14404,1474.32,6,245.72,Low,Repeat
14406,156.75,1,156.75,Low,One-Time
14407,2157.73,6,359.62,Low,Repeat
14408,2606.53,7,372.36,Low,Repeat
14409,2059.45,6,343.24,Low,Repeat
14410,1105.07,9,122.79,Low,Repeat
14411,1063.00,1,1063.00,Low,One-Time
14412,770.03,2,385.02,Low,Repeat
14413,122.70,1,122.70,Low,One-Time
14414,1496.98,7,213.85,Low,Repeat
14415,5900.28,13,453.87,Mid,Repeat
14416,490.22,2,245.11,Low,Repeat
14418,1937.25,3,645.75,Low,Repeat
14419,1058.06,6,176.34,Low,Repeat
14420,387.52,1,387.52,Low,One-Time
14421,813.11,2,406.56,Low,Repeat
14422,4263.64,6,710.61,Low,Repeat
14423,265.20,1,265.20,Low,One-Time
14424,322.08,1,322.08,Low,One-Time
14426,4481.67,10,448.17,Low,Repeat
14427,363.34,2,181.67,Low,Repeat
14428,1244.83,5,248.97,Low,Repeat
14431,470.36,1,470.36,Low,One-Time
14432,2255.51,6,375.92,Low,Repeat
14434,1372.80,6,228.80,Low,Repeat
14436,89.06,1,89.06,Low,One-Time
14437,63.00,1,63.00,Low,One-Time
14438,131.90,1,131.90,Low,One-Time
14439,2661.24,1,2661.24,Low,One-Time
14440,2357.68,5,471.54,Low,Repeat
14441,1712.89,4,428.22,Low,Repeat
14442,1589.82,2,794.91,Low,Repeat
14443,1420.20,4,355.05,Low,Repeat
14446,1039.58,4,259.90,Low,Repeat
14447,1163.23,5,232.65,Low,Repeat
14448,375.35,2,187.68,Low,Repeat
14449,907.10,4,226.78,Low,Repeat
14450,483.25,3,161.08,Low,Repeat
14451,662.59,2,331.30,Low,Repeat
14452,264.44,2,132.22,Low,Repeat
14453,119.93,1,119.93,Low,One-Time
14456,3062.40,9,340.27,Low,Repeat
14457,113.64,1,113.64,Low,One-Time
14459,1837.92,1,1837.92,Low,One-Time
14460,434.34,3,144.78,Low,Repeat
14461,2103.06,3,701.02,Low,Repeat
14462,2004.02,11,182.18,Low,Repeat
14463,529.62,3,176.54,Low,Repeat
14465,1058.62,3,352.87,Low,Repeat
14466,2272.40,7,324.63,Low,Repeat
14467,598.76,4,149.69,Low,Repeat
14470,461.19,2,230.60,Low,Repeat
14472,1936.84,8,242.11,Low,Repeat
14473,234.34,2,117.17,Low,Repeat
14474,547.66,1,547.66,Low,One-Time
14475,925.85,3,308.62,Low,Repeat
14476,215.70,1,215.70,Low,One-Time
14477,1309.60,4,327.40,Low,Repeat
14479,316.25,2,158.13,Low,Repeat
14480,279.05,1,279.05,Low,One-Time
14481,636.51,2,318.26,Low,Repeat
14482,2068.15,6,344.69,Low,Repeat
14483,137.10,1,137.10,Low,One-Time
14484,321.92,1,321.92,Low,One-Time
14485,165.75,1,165.75,Low,One-Time
14487,1196.33,6,199.39,Low,Repeat
14488,1064.28,1,1064.28,Low,One-Time
14489,463.38,1,463.38,Low,One-Time
14491,340.93,2,170.47,Low,Repeat
14493,2383.24,5,476.65,Low,Repeat
14494,139.56,1,139.56,Low,One-Time
14495,123.80,2,61.90,Low,Repeat
14496,538.81,2,269.41,Low,Repeat
14497,475.37,1,475.37,Low,One-Time
14498,1957.32,5,391.46,Low,Repeat
14499,815.32,3,271.77,Low,Repeat
14500,356.85,3,118.95,Low,Repeat
14501,251.21,2,125.61,Low,Repeat
14502,2470.67,11,224.61,Low,Repeat
14503,3543.26,6,590.54,Low,Repeat
14504,673.26,4,168.32,Low,Repeat
14505,5905.64,8,738.21,Mid,Repeat
14506,2012.17,5,402.43,Low,Repeat
14507,1383.18,6,230.53,Low,Repeat
14508,276.42,2,138.21,Low,Repeat
14511,1314.81,5,262.96,Low,Repeat
14512,275.28,2,137.64,Low,Repeat
14513,455.59,3,151.86,Low,Repeat
14514,1055.35,3,351.78,Low,Repeat
14515,2102.09,6,350.35,Low,Repeat
14517,330.45,2,165.23,Low,Repeat
14518,174.37,1,174.37,Low,One-Time
14520,270.60,2,135.30,Low,Repeat
14522,974.54,4,243.64,Low,Repeat
14523,241.09,1,241.09,Low,One-Time
14524,1867.68,9,207.52,Low,Repeat
14525,4332.20,9,481.36,Low,Repeat
14527,8508.82,55,154.71,Mid,Repeat
14528,364.22,1,364.22,Low,One-Time
14529,620.04,3,206.68,Low,Repeat
14530,2925.91,6,487.65,Low,Repeat
14532,932.85,4,233.21,Low,Repeat
14533,1949.72,7,278.53,Low,Repeat
14534,4447.05,18,247.06,Low,Repeat
14535,2864.19,3,954.73,Low,Repeat
14536,171.80,1,171.80,Low,One-Time
14537,355.56,1,355.56,Low,One-Time
14538,388.25,2,194.13,Low,Repeat
14539,537.48,2,268.74,Low,Repeat
14540,996.26,3,332.09,Low,Repeat
14541,1461.65,8,182.71,Low,Repeat
14542,103.25,1,103.25,Low,One-Time
14543,3630.33,16,226.90,Low,Repeat
14544,2024.45,2,1012.23,Low,Repeat
14546,2578.09,5,515.62,Low,Repeat
14547,4007.54,8,500.94,Low,Repeat
14548,652.80,2,326.40,Low,Repeat
14549,289.24,1,289.24,Low,One-Time
14550,765.62,2,382.81,Low,Repeat
14551,186.23,2,93.12,Low,Repeat
14552,165.07,1,165.07,Low,One-Time
14553,859.27,5,171.85,Low,Repeat
14554,2381.04,4,595.26,Low,Repeat
14555,324.14,2,162.07,Low,Repeat
14557,788.38,1,788.38,Low,One-Time
14560,2237.77,22,101.72,Low,Repeat
14561,1080.76,3,360.25,Low,Repeat
14562,5074.77,18,281.93,Mid,Repeat
14565,3099.12,4,774.78,Low,Repeat
14566,1432.00,1,1432.00,Low,One-Time
14567,1530.36,2,765.18,Low,Repeat
14569,227.39,1,227.39,Low,One-Time
14570,218.06,2,109.03,Low,Repeat
14572,2832.84,7,404.69,Low,Repeat
14573,1653.42,9,183.71,Low,Repeat
14576,35.40,1,35.40,Low,One-Time
14577,859.71,4,214.93,Low,Repeat
14578,168.63,1,168.63,Low,One-Time
14581,138.60,1,138.60,Low,One-Time
14582,114.11,1,114.11,Low,One-Time
14583,1052.55,5,210.51,Low,Repeat
14584,1042.26,4,260.57,Low,Repeat
14585,157.05,1,157.05,Low,One-Time
14586,237.36,1,237.36,Low,One-Time
14587,1601.14,9,177.90,Low,Repeat
14589,39.75,1,39.75,Low,One-Time
14591,1447.14,4,361.79,Low,Repeat
14592,570.46,3,190.15,Low,Repeat
14593,617.99,3,206.00,Low,Repeat
14594,379.83,2,189.92,Low,Repeat
14595,1740.60,6,290.10,Low,Repeat
14597,883.15,2,441.58,Low,Repeat
14598,221.97,1,221.97,Low,One-Time
14600,393.33,1,393.33,Low,One-Time
14601,213.96,1,213.96,Low,One-Time
14603,660.00,1,660.00,Low,One-Time
14606,12156.65,93,130.72,High,Repeat
14607,16569.50,14,1183.54,High,Repeat
14608,1785.15,4,446.29,Low,Repeat
14609,601.56,4,150.39,Low,Repeat
14616,406.08,3,135.36,Low,Repeat
14618,553.44,3,184.48,Low,Repeat
14619,394.44,1,394.44,Low,One-Time
14620,412.78,2,206.39,Low,Repeat
14621,1788.36,5,357.67,Low,Repeat
14622,320.58,1,320.58,Low,One-Time
14623,889.25,5,177.85,Low,Repeat
14624,225.85,2,112.93,Low,Repeat
14625,899.63,2,449.82,Low,Repeat
14626,2791.27,4,697.82,Low,Repeat
14628,671.96,2,335.98,Low,Repeat
14629,959.01,2,479.51,Low,Repeat
14631,1006.98,3,335.66,Low,Repeat
14632,114.56,1,114.56,Low,One-Time
14633,344.90,1,344.90,Low,One-Time
14636,609.85,2,304.93,Low,Repeat
14638,443.60,1,443.60,Low,One-Time
14639,2984.49,6,497.42,Low,Repeat
14640,2125.08,6,354.18,Low,Repeat
14641,110.46,1,110.46,Low,One-Time
14642,96.12,1,96.12,Low,One-Time
14643,693.81,2,346.91,Low,Repeat
14644,830.76,2,415.38,Low,Repeat
14645,597.09,2,298.55,Low,Repeat
14646,280206.02,74,3786.57,High,Repeat
14647,243.22,1,243.22,Low,One-Time
14649,1417.29,4,354.32,Low,Repeat
14651,654.60,2,327.30,Low,Repeat
14652,114.18,1,114.18,Low,One-Time
14653,1947.55,7,278.22,Low,Repeat
14655,1932.23,4,483.06,Low,Repeat
14656,291.05,2,145.53,Low,Repeat
14657,848.22,4,212.06,Low,Repeat
14658,247.15,2,123.58,Low,Repeat
14659,2529.93,9,281.10,Low,Repeat
14660,285.74,2,142.87,Low,Repeat
14661,107.95,1,107.95,Low,One-Time
14662,771.17,4,192.79,Low,Repeat
14664,637.89,2,318.95,Low,Repeat
14665,1835.70,5,367.14,Low,Repeat
14666,195.25,1,195.25,Low,One-Time
14667,9241.20,25,369.65,Mid,Repeat
14669,1269.99,3,423.33,Low,Repeat
14670,411.53,2,205.77,Low,Repeat
14672,765.55,2,382.78,Low,Repeat
14673,1736.40,5,347.28,Low,Repeat
14675,604.75,1,604.75,Low,One-Time
14676,2548.24,6,424.71,Low,Repeat
14680,28754.11,16,1797.13,High,Repeat
14681,498.95,3,166.32,Low,Repeat
14682,52.00,2,26.00,Low,Repeat
14684,1236.28,5,247.26,Low,Repeat
14687,628.38,1,628.38,Low,One-Time
14688,5630.87,21,268.14,Mid,Repeat
14689,112.80,1,112.80,Low,One-Time
14690,371.70,2,185.85,Low,Repeat
14691,2114.33,5,422.87,Low,Repeat
14692,591.55,4,147.89,Low,Repeat
14693,172.90,1,172.90,Low,One-Time
14696,2078.95,7,296.99,Low,Repeat
14697,188.61,2,94.31,Low,Repeat
14698,1250.76,5,250.15,Low,Repeat
14699,109.13,1,109.13,Low,One-Time
14700,2235.30,3,745.10,Low,Repeat
14701,2549.37,9,283.26,Low,Repeat
14702,3292.14,17,193.66,Low,Repeat
14703,318.17,1,318.17,Low,One-Time
14704,1546.91,9,171.88,Low,Repeat
14705,179.00,1,179.00,Low,One-Time
14708,1126.37,3,375.46,Low,Repeat
14709,4921.04,13,378.54,Low,Repeat
14710,606.13,4,151.53,Low,Repeat
14711,2868.80,11,260.80,Low,Repeat
14712,917.07,3,305.69,Low,Repeat
14713,2666.36,11,242.40,Low,Repeat
14714,160.19,1,160.19,Low,One-Time
14715,867.38,4,216.85,Low,Repeat
14716,329.68,2,164.84,Low,Repeat
14719,1602.13,5,320.43,Low,Repeat
14720,663.81,3,221.27,Low,Repeat
14722,187.92,1,187.92,Low,One-Time
14723,1158.30,6,193.05,Low,Repeat
14725,718.08,1,718.08,Low,One-Time
14727,268.58,1,268.58,Low,One-Time
14729,313.49,1,313.49,Low,One-Time
14730,2005.06,8,250.63,Low,Repeat
14731,380.02,3,126.67,Low,Repeat
14732,2702.49,8,337.81,Low,Repeat
14733,9585.91,12,798.83,Mid,Repeat
14735,6065.69,32,189.55,Mid,Repeat
14737,1164.55,3,388.18,Low,Repeat
14738,1314.45,7,187.78,Low,Repeat
14739,3902.28,7,557.47,Low,Repeat
14740,1448.21,3,482.74,Low,Repeat
14741,1400.34,6,233.39,Low,Repeat
14744,1099.98,7,157.14,Low,Repeat
14745,1220.26,5,244.05,Low,Repeat
14747,328.20,1,328.20,Low,One-Time
14748,1415.75,5,283.15,Low,Repeat
14752,389.64,1,389.64,Low,One-Time
14753,563.15,1,563.15,Low,One-Time
14754,638.05,2,319.03,Low,Repeat
14755,5010.28,11,455.48,Mid,Repeat
14756,738.96,1,738.96,Low,One-Time
14757,420.50,1,420.50,Low,One-Time
14758,1484.06,4,371.02,Low,Repeat
14759,1625.97,3,541.99,Low,Repeat
14760,89.20,1,89.20,Low,One-Time
14761,255.90,2,127.95,Low,Repeat
14762,300.52,1,300.52,Low,One-Time
14764,278.30,1,278.30,Low,One-Time
14765,254.11,3,84.70,Low,Repeat
14766,2473.37,6,412.23,Low,Repeat
14768,192.60,2,96.30,Low,Repeat
14769,10674.75,8,1334.34,High,Repeat
14770,876.42,2,438.21,Low,Repeat
14772,139.26,1,139.26,Low,One-Time
14775,1011.90,3,337.30,Low,Repeat
14776,2538.30,11,230.75,Low,Repeat
14778,730.86,2,365.43,Low,Repeat
14779,386.15,3,128.72,Low,Repeat
14780,447.68,2,223.84,Low,Repeat
14782,200.10,1,200.10,Low,One-Time
14784,289.99,2,145.00,Low,Repeat
14785,77.40,2,38.70,Low,Repeat
14788,679.44,2,339.72,Low,Repeat
14789,197.64,1,197.64,Low,One-Time
14790,745.06,4,186.27,Low,Repeat
14792,6.20,1,6.20,Low,One-Time
14793,228.99,1,228.99,Low,One-Time
14794,1319.91,7,188.56,Low,Repeat
14795,131.45,1,131.45,Low,One-Time
14796,8022.49,17,471.91,Mid,Repeat
14798,173.74,3,57.91,Low,Repeat
14799,157.70,1,157.70,Low,One-Time
14800,4339.74,12,361.65,Low,Repeat
14801,193.14,1,193.14,Low,One-Time
14803,845.55,3,281.85,Low,Repeat
14804,353.27,1,353.27,Low,One-Time
14805,554.65,4,138.66,Low,Repeat
14806,193.39,1,193.39,Low,One-Time
14808,2741.17,8,342.65,Low,Repeat
14810,2087.88,11,189.81,Low,Repeat
14813,155.43,2,77.72,Low,Repeat
14815,778.50,2,389.25,Low,Repeat
14816,271.85,1,271.85,Low,One-Time
14817,1110.34,2,555.17,Low,Repeat
14818,657.80,3,219.27,Low,Repeat
14819,272.07,2,136.04,Low,Repeat
14820,507.29,4,126.82,Low,Repeat
14821,48.80,1,48.80,Low,One-Time
14823,321.43,3,107.14,Low,Repeat
14824,1127.71,4,281.93,Low,Repeat
14825,2226.91,12,185.58,Low,Repeat
14828,2139.76,3,713.25,Low,Repeat
14829,697.55,4,174.39,Low,Repeat
14830,197.13,1,197.13,Low,One-Time
14834,1720.30,6,286.72,Low,Repeat
14836,102.45,3,34.15,Low,Repeat
14837,1649.50,4,412.38,Low,Repeat
14840,62.85,1,62.85,Low,One-Time
14841,3295.76,6,549.29,Low,Repeat
14842,2824.69,4,706.17,Low,Repeat
14844,3189.81,4,797.45,Low,Repeat
14847,309.40,1,309.40,Low,One-Time
14849,7930.54,25,317.22,Mid,Repeat
14850,325.75,1,325.75,Low,One-Time
14851,511.35,2,255.68,Low,Repeat
14852,2836.69,6,472.78,Low,Repeat
14853,475.80,2,237.90,Low,Repeat
14854,2759.83,7,394.26,Low,Repeat
14855,645.65,2,322.83,Low,Repeat
14856,1311.38,3,437.13,Low,Repeat
14857,1173.12,2,586.56,Low,Repeat
14859,1353.74,4,338.44,Low,Repeat
14860,170.32,1,170.32,Low,One-Time
14861,125.79,1,125.79,Low,One-Time
14862,841.20,2,420.60,Low,Repeat
14863,266.76,1,266.76,Low,One-Time
14865,52.20,2,26.10,Low,Repeat
14866,14389.90,12,1199.16,High,Repeat
14867,710.28,3,236.76,Low,Repeat
14868,2953.59,8,369.20,Low,Repeat
14869,725.70,2,362.85,Low,Repeat
14870,327.25,1,327.25,Low,One-Time
14871,522.38,4,130.60,Low,Repeat
14873,519.68,1,519.68,Low,One-Time
14875,1465.32,2,732.66,Low,Repeat
14878,1485.54,9,165.06,Low,Repeat
14880,706.19,3,235.40,Low,Repeat
14881,255.40,1,255.40,Low,One-Time
14882,589.70,2,294.85,Low,Repeat
14883,761.59,6,126.93,Low,Repeat
14885,765.32,1,765.32,Low,One-Time
14886,364.80,1,364.80,Low,One-Time
14887,1862.00,1,1862.00,Low,One-Time
14888,369.20,1,369.20,Low,One-Time
14889,135.90,1,135.90,Low,One-Time
14890,125.65,1,125.65,Low,One-Time
14891,554.38,2,277.19,Low,Repeat
14893,1237.85,2,618.93,Low,Repeat
14894,655.75,1,655.75,Low,One-Time
14895,11138.71,20,556.94,High,Repeat
14896,468.77,2,234.39,Low,Repeat
14897,1366.38,4,341.60,Low,Repeat
14898,1303.52,6,217.25,Low,Repeat
14901,1421.29,9,157.92,Low,Repeat
14902,332.66,1,332.66,Low,One-Time
14903,2810.63,5,562.13,Low,Repeat
14904,1025.44,2,512.72,Low,Repeat
14905,616.15,2,308.08,Low,Repeat
14907,3501.10,7,500.16,Low,Repeat
14908,277.80,1,277.80,Low,One-Time
14910,434.35,4,108.59,Low,Repeat
14911,143825.06,201,715.55,High,Repeat
14912,867.85,2,433.93,Low,Repeat
14913,1227.43,4,306.86,Low,Repeat
14915,307.48,2,153.74,Low,Repeat
14916,1268.98,4,317.25,Low,Repeat
14918,1610.15,2,805.08,Low,Repeat
14920,977.77,2,488.89,Low,Repeat
14921,1316.07,2,658.04,Low,Repeat
14923,749.10,1,749.10,Low,One-Time
14924,310.05,1,310.05,Low,One-Time
14929,223.88,1,223.88,Low,One-Time
14930,2372.86,3,790.95,Low,Repeat
14931,1257.68,5,251.54,Low,Repeat
14932,363.53,1,363.53,Low,One-Time
14934,1890.94,2,945.47,Low,Repeat
14935,1784.71,1,1784.71,Low,One-Time
14936,8137.02,8,1017.13,Mid,Repeat
14937,1621.88,3,540.63,Low,Repeat
14944,5900.25,12,491.69,Mid,Repeat
14946,100.90,1,100.90,Low,One-Time
14947,290.82,2,145.41,Low,Repeat
14948,1101.97,6,183.66,Low,Repeat
14950,371.20,1,371.20,Low,One-Time
14951,311.69,1,311.69,Low,One-Time
14952,8099.49,11,736.32,Mid,Repeat
14953,289.82,1,289.82,Low,One-Time
14954,336.17,1,336.17,Low,One-Time
14957,58.49,1,58.49,Low,One-Time
14958,499.68,3,166.56,Low,Repeat
14959,695.42,4,173.86,Low,Repeat
14960,221.27,2,110.64,Low,Repeat
14961,7044.68,9,782.74,Mid,Repeat
14962,126.70,1,126.70,Low,One-Time
14963,1487.80,5,297.56,Low,Repeat
14964,206.21,1,206.21,Low,One-Time
14965,599.00,2,299.50,Low,Repeat
14966,191.32,1,191.32,Low,One-Time
14967,463.80,1,463.80,Low,One-Time
14968,147.59,1,147.59,Low,One-Time
14970,1592.06,4,398.02,Low,Repeat
14971,1116.57,3,372.19,Low,Repeat
14972,114.77,1,114.77,Low,One-Time
14973,1314.45,3,438.15,Low,Repeat
14974,114.39,1,114.39,Low,One-Time
14975,279.94,1,279.94,Low,One-Time
14976,790.86,7,112.98,Low,Repeat
14978,1931.42,5,386.28,Low,Repeat
14981,102.12,1,102.12,Low,One-Time
14984,213.27,2,106.64,Low,Repeat
14985,296.75,2,148.38,Low,Repeat
14987,326.40,2,163.20,Low,Repeat
14988,334.54,1,334.54,Low,One-Time
14995,233.23,2,116.62,Low,Repeat
14997,546.20,3,182.07,Low,Repeat
14998,429.87,2,214.94,Low,Repeat
15000,490.52,1,490.52,Low,One-Time
15002,1641.76,4,410.44,Low,Repeat
15004,1246.32,1,1246.32,Low,One-Time
15005,6316.57,28,225.59,Mid,Repeat
15006,502.09,1,502.09,Low,One-Time
15007,156.91,1,156.91,Low,One-Time
15009,1261.78,3,420.59,Low,Repeat
15010,308.94,1,308.94,Low,One-Time
15012,423.04,2,211.52,Low,Repeat
15014,260.17,2,130.09,Low,Repeat
